CCLE_ID,Many_arm_events,Reversine
DMS114_LUNG,NA,0.86654914
CAL120_BREAST,NA,0.982187031
HCC1428_BREAST,NA,1.462102582
GI1_CENTRAL_NERVOUS_SYSTEM,NA,0.544669292
HCC1438_LUNG,NA,1.006453189
AN3CA_ENDOMETRIUM,NA,0.798088677
GCIY_STOMACH,NA,1.016669298
GMS10_CENTRAL_NERVOUS_SYSTEM,NA,0.965645417
CAS1_CENTRAL_NERVOUS_SYSTEM,NA,0.89283909
DAOY_CENTRAL_NERVOUS_SYSTEM,NA,0.717040028
DMS273_LUNG,NA,1.061343623
COLO783_SKIN,NA,0.954864005
EW8_BONE,NA,0.661315827
COLO741_SKIN,NA,1.26215092
HCC15_LUNG,NA,0.870805577
DU145_PROSTATE,NA,1.025565483
COLO680N_OESOPHAGUS,NA,0.983440125
FTC238_THYROID,NA,0.614002
EFE184_ENDOMETRIUM,NA,0.866259857
CAKI2_KIDNEY,NA,0.732186661
CAL27_UPPER_AERODIGESTIVE_TRACT,NA,0.671421095
COLO679_SKIN,NA,0.933425384
COLO668_LUNG,NA,1.110487086
GB1_CENTRAL_NERVOUS_SYSTEM,NA,1.415111063
253J_URINARY_TRACT,NA,0.618378894
A375_SKIN,NA,0.820631111
G292CLONEA141B1_BONE,NA,1.102071339
HCC1395_BREAST,NA,1.265792169
ES2_OVARY,NA,0.884518733
EKVX_LUNG,NA,0.896157075
FADU_UPPER_AERODIGESTIVE_TRACT,NA,0.741230733
BT549_BREAST,NA,0.950288358
A549_LUNG,NA,0.704683077
639V_URINARY_TRACT,NA,0.722329745
A2058_SKIN,NA,0.704516488
BFTC909_KIDNEY,NA,0.913801624
CORL23_LUNG,NA,0.77426663
CAL62_THYROID,NA,0.916280801
H4_CENTRAL_NERVOUS_SYSTEM,NA,0.613691189
GOS3_CENTRAL_NERVOUS_SYSTEM,NA,0.956327762
HCC38_BREAST,NA,1.178172093
HCC366_LUNG,NA,0.829007125
BC3C_URINARY_TRACT,NA,0.84810999
5637_URINARY_TRACT,NA,0.740942451
COLO829_SKIN,NA,1.110542071
CAL29_URINARY_TRACT,NA,0.865734271
DKMG_CENTRAL_NERVOUS_SYSTEM,NA,0.934318105
HCC1806_BREAST,NA,0.905105902
A704_KIDNEY,NA,1.280079771
CALU6_LUNG,NA,0.915738856
42MGBA_CENTRAL_NERVOUS_SYSTEM,NA,0.802787863
BCPAP_THYROID,NA,0.780269112
253JBV_URINARY_TRACT,NA,0.999284135
CFPAC1_PANCREAS,NA,0.932657906
BFTC905_URINARY_TRACT,NA,0.869045241
BICR56_UPPER_AERODIGESTIVE_TRACT,NA,0.868531956
COLO678_LARGE_INTESTINE,NA,1.035954422
HCC1359_LUNG,NA,0.915545298
HARA_LUNG,NA,0.993101003
HCC827_LUNG,NA,0.735412066
HCC1419_BREAST,NA,1.274879858
CAL33_UPPER_AERODIGESTIVE_TRACT,NA,0.885493391
CAOV3_OVARY,NA,0.635236925
8MGBA_CENTRAL_NERVOUS_SYSTEM,NA,0.747242329
EFM192A_BREAST,NA,1.416098609
BHY_UPPER_AERODIGESTIVE_TRACT,NA,0.87721309
CAL54_KIDNEY,NA,1.196689692
BICR31_UPPER_AERODIGESTIVE_TRACT,NA,0.924594351
CORL105_LUNG,NA,0.899821706
CJM_SKIN,NA,0.633408421
HCC56_LARGE_INTESTINE,NA,0.892348305
HCC4006_LUNG,NA,0.815753612
CAMA1_BREAST,NA,0.941265061
COLO792_SKIN,NA,0.897468499
COV362_OVARY,NA,0.969566569
BICR22_UPPER_AERODIGESTIVE_TRACT,NA,0.542257652
CAPAN2_PANCREAS,NA,0.708682039
HCC1195_LUNG,NA,1.690389383
A673STAG2NT23_ENGINEERED,NA,0.712883155
BECKER_CENTRAL_NERVOUS_SYSTEM,NA,0.966112642
CHL1_SKIN,NA,1.104089565
HEP3B217_LIVER,NA,0.789877521
HEPG2_LIVER,NA,0.911515579
HGC27_STOMACH,NA,0.548487054
HLF_LIVER,NA,0.732471328
HOS_BONE,NA,0.614236141
HPAC_PANCREAS,NA,1.113768118
HS294T_SKIN,NA,0.886089484
HS729_SOFT_TISSUE,NA,1.058312482
HS852T_SKIN,NA,1.172802323
HS939T_SKIN,NA,1.119804579
HS944T_SKIN,NA,1.083122123
HSC3_UPPER_AERODIGESTIVE_TRACT,NA,0.717701167
HT1197_URINARY_TRACT,NA,0.852279932
HT1376_URINARY_TRACT,NA,1.409664674
HT144_SKIN,NA,0.958876196
HT29_LARGE_INTESTINE,NA,1.41334153
HT55_LARGE_INTESTINE,NA,0.89856353
HUCCT1_BILIARY_TRACT,NA,0.972665651
HUH1_LIVER,NA,0.682840193
HUH28_BILIARY_TRACT,NA,0.968450555
HUH6_LIVER,NA,0.881192636
HUPT3_PANCREAS,NA,0.90796036
IALM_LUNG,NA,0.893511708
IGR1_SKIN,NA,0.737385651
IGR37_SKIN,NA,1.139294462
ISTMES2_PLEURA,NA,0.738200752
J82_URINARY_TRACT,NA,0.796669843
JHH4_LIVER,NA,0.809836268
JHH5_LIVER,NA,0.596511704
JHH6_LIVER,NA,0.610261702
JHH7_LIVER,NA,0.622047454
JHOS2_OVARY,NA,1.215339992
JL1_PLEURA,NA,0.901186676
JMSU1_URINARY_TRACT,NA,0.956735297
K029AX_SKIN,NA,0.925972933
KD_SOFT_TISSUE,NA,0.798914319
KE39_STOMACH,NA,1.132447892
KELLY_AUTONOMIC_GANGLIA,NA,0.740357118
KMBC2_URINARY_TRACT,NA,0.811088235
KMRC20_KIDNEY,NA,0.964530697
KNS60_CENTRAL_NERVOUS_SYSTEM,NA,0.750505566
KP2_PANCREAS,NA,0.999968791
KP4_PANCREAS,NA,0.723038339
KPL1_BREAST,NA,0.963941014
KU1919_URINARY_TRACT,NA,0.829792763
KYSE140_OESOPHAGUS,NA,1.22416682
KYSE150_OESOPHAGUS,NA,0.912639352
KYSE270_OESOPHAGUS,NA,0.887759115
KYSE510_OESOPHAGUS,NA,0.584006749
KYSE70_OESOPHAGUS,NA,0.823208845
L33_PANCREAS,NA,0.526628717
LC1SQSF_LUNG,NA,0.970016715
LCLC103H_LUNG,NA,0.956780481
LOVO_LARGE_INTESTINE,NA,0.887278619
LOXIMVI_SKIN,NA,0.530470386
LS1034_LARGE_INTESTINE,NA,0.923216137
LS411N_LARGE_INTESTINE,NA,0.778819062
LS513_LARGE_INTESTINE,NA,0.619472378
LUDLU1_LUNG,NA,1.171400126
LXF289_LUNG,NA,0.550522336
MCAS_OVARY,NA,1.142537516
MCF7_BREAST,NA,0.959257486
MDAMB175VII_BREAST,NA,1.299614644
MDAMB231_BREAST,NA,0.9582471
MDAMB435S_SKIN,NA,0.956013886
MDAMB436_BREAST,NA,1.129371482
MELHO_SKIN,NA,0.79283855
MELJUSO_SKIN,NA,0.752689698
MHHES1_BONE,NA,1.132255025
MIAPACA2_PANCREAS,NA,0.959946781
MKN45_STOMACH,NA,0.655256327
MKN74_STOMACH,NA,1.200449057
MON_SOFT_TISSUE,NA,0.677498224
MPP89_PLEURA,NA,1.373902668
NB1_AUTONOMIC_GANGLIA,NA,0.588832291
NCIH1299_LUNG,NA,0.87651306
NCIH1339_LUNG,NA,0.911807564
NCIH1355_LUNG,NA,0.812043896
NCIH1435_LUNG,NA,0.946548142
NCIH1573_LUNG,NA,0.96100872
NCIH1581_LUNG,NA,0.872458092
NCIH1648_LUNG,NA,0.606893804
NCIH1650_LUNG,NA,0.83799954
NCIH1703_LUNG,NA,0.71664221
NCIH1915_LUNG,NA,0.982926991
NCIH1944_LUNG,NA,0.816219796
NCIH2004RT_SOFT_TISSUE,NA,0.815226072
NCIH2009_LUNG,NA,0.803574229
NCIH2030_LUNG,NA,0.868622059
NCIH2077_LUNG,NA,1.099894693
NCIH2126_LUNG,NA,0.975609084
NCIH2196_LUNG,NA,0.982942431
NCIH2347_LUNG,NA,0.903308574
NCIH2452_PLEURA,NA,0.964375269
NCIH28_PLEURA,NA,0.825483381
NCIH322_LUNG,NA,0.967325779
NCIH441_LUNG,NA,0.924137921
NCIH446_LUNG,NA,0.821875188
NCIH460_LUNG,NA,0.642058295
NCIH520_LUNG,NA,1.183580224
NCIH522_LUNG,NA,1.287995595
NCIH647_LUNG,NA,0.690120404
NCIH838_LUNG,NA,0.856880517
NCIN87_STOMACH,NA,2.042537643
NMCG1_CENTRAL_NERVOUS_SYSTEM,NA,0.741674949
NUGC3_STOMACH,NA,0.756913168
NUGC4_STOMACH,NA,1.218500735
OAW28_OVARY,NA,1.081127226
OC314_OVARY,NA,0.71996198
OC316_OVARY,NA,0.72118881
OE33_OESOPHAGUS,NA,1.382027952
ONCODG1_OVARY,NA,0.959459516
OSRC2_KIDNEY,NA,0.969373869
OV90_OVARY,NA,0.910248976
OVKATE_OVARY,NA,1.078957156
OVTOKO_OVARY,NA,0.823974398
PANC0203_PANCREAS,NA,0.931652284
PANC0403_PANCREAS,NA,0.890614459
PANC0504_PANCREAS,NA,0.710574629
PANC1005_PANCREAS,NA,0.891832617
PC14_LUNG,NA,0.602398012
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,NA,0.837996467
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,NA,0.630143967
PK1_PANCREAS,NA,0.672582631
PK45H_PANCREAS,NA,0.976535815
PLCPRF5_LIVER,NA,1.129447294
PSN1_PANCREAS,NA,0.897514345
RCM1_LARGE_INTESTINE,NA,0.927255422
RD_SOFT_TISSUE,NA,1.25332072
RERFLCAD1_LUNG,NA,1.037692828
RERFLCAI_LUNG,NA,0.9758179
RERFLCKJ_LUNG,NA,0.701543161
RERFLCMS_LUNG,NA,0.648556346
RMGI_OVARY,NA,0.958413936
RMUGS_OVARY,NA,0.968819008
RT112_URINARY_TRACT,NA,0.635804089
RVH421_SKIN,NA,0.879269765
SBC5_LUNG,NA,0.73560428
SCABER_URINARY_TRACT,NA,0.772563073
SCC25_UPPER_AERODIGESTIVE_TRACT,NA,0.711348402
SF295_CENTRAL_NERVOUS_SYSTEM,NA,0.820015024
SF539_CENTRAL_NERVOUS_SYSTEM,NA,0.588727103
SH4_SKIN,NA,0.847932599
SKHEP1_LIVER,NA,0.926907298
SKMEL2_SKIN,NA,0.772408856
SKMEL24_SKIN,NA,0.912679623
SKMEL3_SKIN,NA,0.90445665
SKNAS_AUTONOMIC_GANGLIA,NA,0.972335043
SKNEP1_BONE,NA,0.806482355
SNB75_CENTRAL_NERVOUS_SYSTEM,NA,0.84408129
SNU1041_UPPER_AERODIGESTIVE_TRACT,NA,1.175567149
SNU1066_UPPER_AERODIGESTIVE_TRACT,NA,0.940354101
SNU1214_UPPER_AERODIGESTIVE_TRACT,NA,0.860277689
SNU182_LIVER,NA,1.026897955
SNU213_PANCREAS,NA,0.719222121
SNU216_STOMACH,NA,0.961748736
SNU245_BILIARY_TRACT,NA,0.730035181
SNU489_CENTRAL_NERVOUS_SYSTEM,NA,0.785510518
SNU601_STOMACH,NA,0.955703674
SNU719_STOMACH,NA,0.990731313
SNU761_LIVER,NA,1.170144979
SNU869_BILIARY_TRACT,NA,1.115237308
SQ1_LUNG,NA,0.894792534
STM9101_SOFT_TISSUE,NA,1.201726193
SU8686_PANCREAS,NA,0.92191095
SUIT2_PANCREAS,NA,0.979276962
SW1271_LUNG,NA,0.978142849
SW1710_URINARY_TRACT,NA,0.89776255
SW1990_PANCREAS,NA,0.858350126
SW620_LARGE_INTESTINE,NA,0.972106097
SW837_LARGE_INTESTINE,NA,1.502780985
T3M10_LUNG,NA,0.708912346
T98G_CENTRAL_NERVOUS_SYSTEM,NA,0.554388486
TCCSUP_URINARY_TRACT,NA,0.696131912
TE14_OESOPHAGUS,NA,1.146101561
TM31_CENTRAL_NERVOUS_SYSTEM,NA,1.170543151
TM87_SOFT_TISSUE,NA,1.048551804
TT_THYROID,NA,0.973650898
TT2609C02_THYROID,NA,0.739136043
TTC549_SOFT_TISSUE,NA,0.817992729
TTC709_SOFT_TISSUE,NA,0.647038891
TUHR4TKB_KIDNEY,NA,0.831615871
TYKNU_OVARY,NA,0.5982972
U251MG_CENTRAL_NERVOUS_SYSTEM,NA,0.959356142
U2OS_BONE,NA,0.712132996
UBLC1_URINARY_TRACT,NA,0.547287964
UMUC1_URINARY_TRACT,NA,0.720652856
UO31_KIDNEY,NA,0.881599289
VMRCRCW_KIDNEY,NA,0.929026462
VMRCRCZ_KIDNEY,NA,0.81774477
WM2664_SKIN,NA,1.291578281
WM793_SKIN,NA,0.886001946
WM88_SKIN,NA,0.999603392
YD15_SALIVARY_GLAND,NA,0.727039283
YD38_UPPER_AERODIGESTIVE_TRACT,NA,0.844525402
YH13_CENTRAL_NERVOUS_SYSTEM,NA,0.758031926
YKG1_CENTRAL_NERVOUS_SYSTEM,NA,1.156066206
ZR751_BREAST,NA,0.946863038
CBAGPN_BONE,NA,0.705254409
CHLA10_BONE,NA,0.938000625
PEDS005TADH_KIDNEY,NA,0.867146767
G401_SOFT_TISSUE,FALSE,0.826958111
22RV1_PROSTATE,FALSE,0.895273395
ESS1_ENDOMETRIUM,FALSE,0.967302064
EFO27_OVARY,FALSE,0.775753356
CAL51_BREAST,FALSE,0.62350079
COV434_OVARY,FALSE,1.084849209
CCK81_LARGE_INTESTINE,FALSE,0.837486587
AGS_STOMACH,FALSE,0.875127232
G402_SOFT_TISSUE,FALSE,0.666476693
EN_ENDOMETRIUM,FALSE,1.000370297
HCT116_LARGE_INTESTINE,FALSE,0.918247601
HEC251_ENDOMETRIUM,FALSE,0.979923748
A204_SOFT_TISSUE,FALSE,0.730820367
ACHN_KIDNEY,FALSE,0.895717092
A673_BONE,FALSE,0.893583263
HCT15_LARGE_INTESTINE,FALSE,0.945894709
HEC108_ENDOMETRIUM,FALSE,1.207649457
HEC1A_ENDOMETRIUM,FALSE,0.926560532
HEC265_ENDOMETRIUM,FALSE,0.699583857
HEC151_ENDOMETRIUM,FALSE,0.877797625
A172_CENTRAL_NERVOUS_SYSTEM,FALSE,1.017985042
A2780_OVARY,FALSE,0.665146214
HEC1B_ENDOMETRIUM,FALSE,1.361784542
AM38_CENTRAL_NERVOUS_SYSTEM,FALSE,0.861455838
GP2D_LARGE_INTESTINE,FALSE,0.603641269
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,FALSE,1.038538196
2313287_STOMACH,FALSE,0.995600007
C32_SKIN,FALSE,0.966628775
FTC133_THYROID,FALSE,1.129627532
CADOES1_BONE,FALSE,0.585589353
ACCMESO1_PLEURA,FALSE,0.964826655
HCC78_LUNG,FALSE,1.23484173
HEC59_ENDOMETRIUM,FALSE,0.9835629
CL34_LARGE_INTESTINE,FALSE,0.652685219
DV90_LUNG,FALSE,0.701306318
769P_KIDNEY,FALSE,0.906296242
CW2_LARGE_INTESTINE,FALSE,1.72866173
HEC6_ENDOMETRIUM,FALSE,0.886398716
HS618T_LUNG,FALSE,0.916141
HT1080_SOFT_TISSUE,FALSE,0.541269771
HT115_LARGE_INTESTINE,FALSE,0.484560511
IGROV1_OVARY,FALSE,0.86178762
IM95_STOMACH,FALSE,0.809928067
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,FALSE,0.761491384
JHUEM2_ENDOMETRIUM,FALSE,0.66682646
KMRC1_KIDNEY,FALSE,0.63060065
KMRC3_KIDNEY,FALSE,0.912575209
KNS81_CENTRAL_NERVOUS_SYSTEM,FALSE,0.969456367
LK2_LUNG,FALSE,0.95567429
LNCAPCLONEFGC_PROSTATE,FALSE,0.964922347
LS180_LARGE_INTESTINE,FALSE,0.908160766
MALME3M_SKIN,FALSE,0.975610876
MESSA_SOFT_TISSUE,FALSE,0.751550341
MEWO_SKIN,FALSE,0.82281699
MFE296_ENDOMETRIUM,FALSE,0.768594331
MFE319_ENDOMETRIUM,FALSE,0.920211886
MSTO211H_PLEURA,FALSE,0.707721359
NCIH1048_LUNG,FALSE,0.638195359
NCIH226_LUNG,FALSE,0.939897431
OV56_OVARY,FALSE,0.913303089
OV7_OVARY,FALSE,0.998329449
OVK18_OVARY,FALSE,0.972158668
RKO_LARGE_INTESTINE,FALSE,0.94407497
RL952_ENDOMETRIUM,FALSE,0.970784308
SF126_CENTRAL_NERVOUS_SYSTEM,FALSE,0.650197794
SIMA_AUTONOMIC_GANGLIA,FALSE,0.904600122
SJSA1_BONE,FALSE,1.188787185
SKNBE2_AUTONOMIC_GANGLIA,FALSE,1.095164961
SKNFI_AUTONOMIC_GANGLIA,FALSE,0.905097262
SKOV3_OVARY,FALSE,0.918762647
SKUT1_SOFT_TISSUE,FALSE,0.643043687
SNGM_ENDOMETRIUM,FALSE,0.648844835
SNU1105_CENTRAL_NERVOUS_SYSTEM,FALSE,0.643055381
SNU407_LARGE_INTESTINE,FALSE,0.791456059
SNU466_CENTRAL_NERVOUS_SYSTEM,FALSE,0.893980567
SNU81_LARGE_INTESTINE,FALSE,0.88952952
SNU886_LIVER,FALSE,0.764877706
SNUC2A_LARGE_INTESTINE,FALSE,1.269366649
SNUC4_LARGE_INTESTINE,FALSE,0.959694444
SNUC5_LARGE_INTESTINE,FALSE,1.738213493
SW1353_BONE,FALSE,0.819141438
SW1783_CENTRAL_NERVOUS_SYSTEM,FALSE,0.844214366
SW780_URINARY_TRACT,FALSE,0.991840805
TOV112D_OVARY,FALSE,1.056880432
TOV21G_OVARY,FALSE,0.833292343
U87MG_CENTRAL_NERVOUS_SYSTEM,FALSE,0.867317583
UACC62_SKIN,FALSE,0.86880321
VMCUB1_URINARY_TRACT,FALSE,0.805319455
COV318_OVARY,TRUE,1.046372478
ECGI10_OESOPHAGUS,TRUE,0.980485712
DMS53_LUNG,TRUE,1.272311825
COLO800_SKIN,TRUE,0.911433541
CAL78_BONE,TRUE,1.240365564
G361_SKIN,TRUE,0.857645173
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,TRUE,0.864396515
GAMG_CENTRAL_NERVOUS_SYSTEM,TRUE,0.913469054
BT474_BREAST,TRUE,1.11763578
EWS502_BONE,TRUE,1.152949495
8505C_THYROID,TRUE,1.041637831
COV644_OVARY,TRUE,1.122069432
EFO21_OVARY,TRUE,0.967558005
BEN_LUNG,TRUE,1.243310208
EFM19_BREAST,TRUE,1.210109712
HCC44_LUNG,TRUE,0.644350227
786O_KIDNEY,TRUE,0.838235963
HCC95_LUNG,TRUE,1.244755872
BHT101_THYROID,TRUE,0.655249696
HCC1954_BREAST,TRUE,0.82272423
BICR18_UPPER_AERODIGESTIVE_TRACT,TRUE,0.57274184
CAKI1_KIDNEY,TRUE,0.90248987
A101D_SKIN,TRUE,0.918292989
HCC1143_BREAST,TRUE,0.897118304
DETROIT562_UPPER_AERODIGESTIVE_TRACT,TRUE,0.751653457
BXPC3_PANCREAS,TRUE,0.921026256
8305C_THYROID,TRUE,0.946987426
BICR16_UPPER_AERODIGESTIVE_TRACT,TRUE,0.877834512
DANG_PANCREAS,TRUE,0.82448535
A498_KIDNEY,TRUE,1.336315206
A253_SALIVARY_GLAND,TRUE,0.956632034
ABC1_LUNG,TRUE,0.897447112
GSU_STOMACH,TRUE,0.617984004
EBC1_LUNG,TRUE,0.754807318
647V_URINARY_TRACT,TRUE,0.920878283
HDQP1_BREAST,TRUE,0.937611039
HCC1937_BREAST,TRUE,0.98260937
ASPC1_PANCREAS,TRUE,0.95515971
BICR6_UPPER_AERODIGESTIVE_TRACT,TRUE,0.687844316
CAL12T_LUNG,TRUE,1.025857259
HMC18_BREAST,TRUE,0.576819769
HS746T_STOMACH,TRUE,0.931555994
HS766T_PANCREAS,TRUE,1.011754942
HSC2_UPPER_AERODIGESTIVE_TRACT,TRUE,0.963905364
HUPT4_PANCREAS,TRUE,0.758130722
IPC298_SKIN,TRUE,0.983145639
ISTMES1_PLEURA,TRUE,0.817925962
JHH1_LIVER,TRUE,0.88929944
JHOC5_OVARY,TRUE,0.766880086
JHOM1_OVARY,TRUE,0.87804558
JIMT1_BREAST,TRUE,1.066936406
KALS1_CENTRAL_NERVOUS_SYSTEM,TRUE,0.865412854
KNS42_CENTRAL_NERVOUS_SYSTEM,TRUE,1.490782005
KNS62_LUNG,TRUE,1.11152074
KP3_PANCREAS,TRUE,0.959245425
KURAMOCHI_OVARY,TRUE,1.617074552
KYSE180_OESOPHAGUS,TRUE,0.910406156
KYSE520_OESOPHAGUS,TRUE,1.080491104
LI7_LIVER,TRUE,0.778244323
LN229_CENTRAL_NERVOUS_SYSTEM,TRUE,1.056075988
LU99_LUNG,TRUE,1.064680525
MDAMB361_BREAST,TRUE,1.222340519
MFE280_ENDOMETRIUM,TRUE,1.230506619
MG63_BONE,TRUE,0.947731081
MKN7_STOMACH,TRUE,1.140621383
NCIH1373_LUNG,TRUE,0.851217401
NCIH1437_LUNG,TRUE,0.815801047
NCIH1563_LUNG,TRUE,1.2127053
NCIH1568_LUNG,TRUE,0.975574519
NCIH1623_LUNG,TRUE,0.951541689
NCIH1651_LUNG,TRUE,1.056730804
NCIH1693_LUNG,TRUE,1.011512623
NCIH1793_LUNG,TRUE,0.860254513
NCIH1838_LUNG,TRUE,1.189387778
NCIH1975_LUNG,TRUE,0.706218012
NCIH2023_LUNG,TRUE,0.867338496
NCIH2052_PLEURA,TRUE,0.808313456
NCIH2073_LUNG,TRUE,0.670498762
NCIH2087_LUNG,TRUE,0.896821615
NCIH2110_LUNG,TRUE,0.973717208
NCIH2170_LUNG,TRUE,0.778411424
NCIH2172_LUNG,TRUE,0.782471618
NCIH2228_LUNG,TRUE,0.749932667
NCIH23_LUNG,TRUE,0.791688178
NCIH2444_LUNG,TRUE,0.92745014
NCIH358_LUNG,TRUE,1.344721831
NCIH596_LUNG,TRUE,0.988769929
NCIH650_LUNG,TRUE,0.933729752
NCIH727_LUNG,TRUE,1.560170053
NCIH747_LARGE_INTESTINE,TRUE,1.356075319
NIHOVCAR3_OVARY,TRUE,0.963958549
OAW42_OVARY,TRUE,0.881052932
OE19_OESOPHAGUS,TRUE,1.062698716
OE21_OESOPHAGUS,TRUE,0.970517163
ONS76_CENTRAL_NERVOUS_SYSTEM,TRUE,0.919625929
OVCAR8_OVARY,TRUE,0.77072065
OVISE_OVARY,TRUE,1.207589313
OVSAHO_OVARY,TRUE,1.42491142
PANC0327_PANCREAS,TRUE,0.639812052
PANC0813_PANCREAS,TRUE,0.945733949
PANC1_PANCREAS,TRUE,0.865207696
PATU8902_PANCREAS,TRUE,1.14551994
PATU8988S_PANCREAS,TRUE,1.521475333
PATU8988T_PANCREAS,TRUE,0.655095791
PC3_PROSTATE,TRUE,1.613846743
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,TRUE,0.662902532
PK59_PANCREAS,TRUE,1.023872208
QGP1_PANCREAS,TRUE,1.49213513
RCC10RGB_KIDNEY,TRUE,0.970218431
RDES_BONE,TRUE,0.786926129
RERFLCAD2_LUNG,TRUE,1.515141121
RH30_SOFT_TISSUE,TRUE,0.907526861
RKN_SOFT_TISSUE,TRUE,2.141028413
RPMI7951_SKIN,TRUE,0.924915675
S117_SOFT_TISSUE,TRUE,0.879681721
SH10TC_STOMACH,TRUE,0.874448665
SKLU1_LUNG,TRUE,0.851351673
SKMEL30_SKIN,TRUE,1.302839778
SKMEL5_SKIN,TRUE,0.969191887
SKMES1_LUNG,TRUE,0.778585938
SNU1076_UPPER_AERODIGESTIVE_TRACT,TRUE,0.983463503
SNU1077_ENDOMETRIUM,TRUE,1.064706404
SNU1196_BILIARY_TRACT,TRUE,0.953985471
SNU201_CENTRAL_NERVOUS_SYSTEM,TRUE,0.78251556
SNU308_BILIARY_TRACT,TRUE,1.270507517
SNU398_LIVER,TRUE,1.233969923
SNU410_PANCREAS,TRUE,1.137852829
SNU423_LIVER,TRUE,0.893465676
SNU46_UPPER_AERODIGESTIVE_TRACT,TRUE,0.800396474
SNU61_LARGE_INTESTINE,TRUE,1.429319421
SNU668_STOMACH,TRUE,0.912874117
SNU685_ENDOMETRIUM,TRUE,1.132680715
SNU738_CENTRAL_NERVOUS_SYSTEM,TRUE,1.011837273
SNU8_OVARY,TRUE,0.812918189
SNU840_OVARY,TRUE,0.996835656
SNU899_UPPER_AERODIGESTIVE_TRACT,TRUE,0.861825311
SW1088_CENTRAL_NERVOUS_SYSTEM,TRUE,0.691907131
SW1116_LARGE_INTESTINE,TRUE,1.240483396
SW1573_LUNG,TRUE,0.787838688
SW480_LARGE_INTESTINE,TRUE,1.221473958
T24_URINARY_TRACT,TRUE,0.946050649
T47D_BREAST,TRUE,0.917379532
TCCPAN2_PANCREAS,TRUE,0.95566587
TE1_OESOPHAGUS,TRUE,0.996475931
TE10_OESOPHAGUS,TRUE,0.96125825
TE11_OESOPHAGUS,TRUE,0.615889147
TE4_OESOPHAGUS,TRUE,0.845799245
TE5_OESOPHAGUS,TRUE,1.388481394
TE6_OESOPHAGUS,TRUE,0.723973744
TE8_OESOPHAGUS,TRUE,0.921813397
TE9_OESOPHAGUS,TRUE,0.71448905
TEN_ENDOMETRIUM,TRUE,0.969965497
TT_OESOPHAGUS,TRUE,0.890682935
U118MG_CENTRAL_NERVOUS_SYSTEM,TRUE,0.959210548
UACC257_SKIN,TRUE,0.958639928
WM1799_SKIN,TRUE,0.810366389
WM983B_SKIN,TRUE,0.941785192
YAPC_PANCREAS,TRUE,0.750644301
YD10B_UPPER_AERODIGESTIVE_TRACT,TRUE,0.598291956
YD8_UPPER_AERODIGESTIVE_TRACT,TRUE,0.946124435